name,brand,price,link,color01
【NIKE 耐吉】休閒鞋 運動鞋 WMNS AIR FORCE 1 07 LX 女鞋 米白 小金勾 (FV3654111),NIKE ,"3,040",https://m.momoshop.com.tw/goods.momo?i_code=11929574&mdiv=searchEngine&oid=18_3&kw=%E5%A5%B3%E9%9E%8B,白色
【PUMA官方旗艦】Rider FV Block 休閒運動鞋 男女共同 38862301,PUMA,"2,980",https://m.momoshop.com.tw/goods.momo?i_code=10607963&mdiv=searchEngine&oid=22_6&kw=%E5%A5%B3%E9%9E%8B,灰色
【CF鑽飾】莫桑鑽《宣言》(1克拉 鑽石 項鍊 項鏈 求婚 情人節 情人節禮物 生日禮物 禮盒 禮物 送禮),CF Diamond,"3,600",https://m.momoshop.com.tw/goods.momo?i_code=11982054&mdiv=searchEngine&oid=1_2&kw=%E5%A5%B3%E9%9E%8B,
【MAGY】花朵刺繡點綴牛皮休閒平底鞋(裸色),MAGY,"3,280",https://m.momoshop.com.tw/goods.momo?i_code=7833152&mdiv=searchEngine&oid=28_19&kw=%E5%A5%B3%E9%9E%8B,膚色
【baibeauty 白鳥麗子】韓風拚色繫帶運動休閒鞋(老爹鞋),baibeauty ,"1,780",https://m.momoshop.com.tw/goods.momo?i_code=11309646&mdiv=searchEngine&oid=7_5&kw=%E5%A5%B3%E9%9E%8B,灰色棕色/咖啡色
【NIKE 耐吉】休閒鞋 Go Flyease 摺疊鞋 懶人鞋 黑 白 分離式鞋底 女鞋 方便穿脫(DR5540-002),NIKE,"2,380",https://m.momoshop.com.tw/goods.momo?i_code=10602143&mdiv=searchEngine&oid=11_11&kw=%E5%A5%B3%E9%9E%8B,黑色白色
【adidas 愛迪達】休閒鞋 Gazelle Bold W 女鞋 灰 白 厚底 增高 拼接中底 三葉草 愛迪達(HQ6893),adidas ,"3,780",https://m.momoshop.com.tw/goods.momo?i_code=11297805&mdiv=searchEngine&oid=24_17&kw=%E5%A5%B3%E9%9E%8B,白色灰色
【SKECHERS】女鞋 休閒系列 D LUX WALKER(149023NVCL),SKECHERS,"2,790",https://m.momoshop.com.tw/goods.momo?i_code=11933853&mdiv=searchEngine&oid=20_12&kw=%E5%A5%B3%E9%9E%8B,藍色
【NIKE 耐吉】運動鞋 女鞋 慢跑鞋 緩震 W REVOLUTION 6 NN 黑 DC3729-003,NIKE ,999,https://m.momoshop.com.tw/goods.momo?i_code=9408586&mdiv=searchEngine&oid=21_6&kw=%E5%A5%B3%E9%9E%8B,黑色
【J&H collection】真皮軟底百搭淺口豆豆鞋(現+預  米色 / 黑色),J&H collection,990,https://m.momoshop.com.tw/goods.momo?i_code=8946825&mdiv=searchEngine&oid=24_8&kw=%E5%A5%B3%E9%9E%8B,黑色米色
【NEW BALANCE】NB 運動鞋/復古鞋_男鞋/女鞋_黑灰白_MS327OD-D,NEW BALANCE,"2,980",https://m.momoshop.com.tw/goods.momo?i_code=11142542&mdiv=searchEngine&oid=9_3&kw=%E5%A5%B3%E9%9E%8B,黑色灰色
【NIKE 耐吉】COURT BOROUGH LOW 2 GS 休閒鞋 女鞋 大童鞋(BQ5448-123 BQ5448-124 兩色任選),NIKE ,"1,199",https://m.momoshop.com.tw/goods.momo?i_code=11505336&mdiv=searchEngine&oid=19_6&kw=%E5%A5%B3%E9%9E%8B,白色粉紅色
【NEW BALANCE】NB 運動鞋/復古鞋_515/500/530系列(MOMO獨家販售),NEW BALANCE,"2,680",https://m.momoshop.com.tw/goods.momo?i_code=11513681&mdiv=searchEngine&oid=1_15&kw=%E5%A5%B3%E9%9E%8B,米色
【NIKE 耐吉】籃球鞋 運動鞋 JORDAN LUKA 2 GS 男鞋 女鞋 大童 黑(DZ3498001),NIKE ,"2,398",https://m.momoshop.com.tw/goods.momo?i_code=11638445&mdiv=searchEngine&oid=8_16&kw=%E5%A5%B3%E9%9E%8B,黑色
【HOKA ONE ONE】ANACAPA LOW GTX Gore-Tex 防水 黃金大底 D楦 耐磨 全黑 男生休閒越野鞋(1122017 BBLC),HOKA ONE ONE,"6,950",https://m.momoshop.com.tw/goods.momo?i_code=12223291&mdiv=searchEngine&oid=18_16&kw=%E5%A5%B3%E9%9E%8B,白色
【NIKE 耐吉】運動鞋 休閒鞋 大童 女 - A-BQ5448104 B-DV5456102 C-BQ5448100 D-DV5456103 精選五款,NIKE ,"1,900",https://m.momoshop.com.tw/goods.momo?i_code=11909502&mdiv=searchEngine&oid=1_9&kw=%E5%A5%B3%E9%9E%8B,多色
【NIKE 耐吉】休閒鞋 Wmns Air Force 1 07 LX 女鞋 白 皮革 紫外線變色 AF1 經典(FZ5531-111),NIKE ,"3,280",https://m.momoshop.com.tw/goods.momo?i_code=12218951&mdiv=searchEngine&oid=26_10&kw=%E5%A5%B3%E9%9E%8B,白色
【NIKE 耐吉】穆勒鞋 Wmns Court Legacy Mule 女鞋 白 粉紅 奶茶 鴛鴦勾 懶人鞋 竹子鞋扣(DV1741-181),NIKE ,"1,680",https://m.momoshop.com.tw/goods.momo?i_code=11240233&mdiv=searchEngine&oid=9_2&kw=%E5%A5%B3%E9%9E%8B,白色卡其色粉紅色
【CONVERSE品牌旗艦店】CHUCK 70 1970 MULE SLIP 休閒鞋 穆勒鞋 男鞋 女鞋 4款任選(172592C 172591C),CONVERSE,"1,550",https://m.momoshop.com.tw/goods.momo?i_code=9901935&mdiv=searchEngine&oid=15_2&kw=%E5%A5%B3%E9%9E%8B,黑色白色綠色棕色/咖啡色
【NIKE 耐吉】休閒鞋 Air Max 97 運動 女鞋 經典款 反光 氣墊 避震 球鞋 穿搭 全白(DH8016-100),NIKE ,"3,080",https://m.momoshop.com.tw/goods.momo?i_code=9757328&mdiv=searchEngine&oid=13_8&kw=%E5%A5%B3%E9%9E%8B,白色
【Keds】THE PLATFORM 經典延伸厚底皮革休閒小白鞋-白(9231W133497),Keds,"2,287",https://m.momoshop.com.tw/goods.momo?i_code=11046425&mdiv=searchEngine&oid=25_1&kw=%E5%A5%B3%E9%9E%8B,白色
【NEW BALANCE】NB CT302運動鞋/復古鞋_中性_白酒紅_CT302RE-D,NEW BALANCE,"2,880",https://m.momoshop.com.tw/goods.momo?i_code=11203356&mdiv=searchEngine&oid=14_13&kw=%E5%A5%B3%E9%9E%8B,白色粉紅色
【Alberta】3cm  素色鍊條裝飾舒適針織鞋面厚底休閒鞋 懶人鞋,Alberta,390,https://m.momoshop.com.tw/goods.momo?i_code=10973261&mdiv=searchEngine&oid=22_2&kw=%E5%A5%B3%E9%9E%8B,多色
【SKECHERS】女鞋 休閒帆布鞋 交叉涼拖 穆勒鞋(多款),SKECHERS,"2,490",https://m.momoshop.com.tw/goods.momo?i_code=11953993&mdiv=searchEngine&oid=29_12&kw=%E5%A5%B3%E9%9E%8B,黑色白色灰色藍色米色粉紅色多色
【NEW BALANCE】NB 運動鞋/復古鞋_男鞋/女鞋_灰色_BB480LHI-D,NEW BALANCE,"3,080",https://m.momoshop.com.tw/goods.momo?i_code=11546433&mdiv=searchEngine&oid=8_15&kw=%E5%A5%B3%E9%9E%8B,灰色
【NEW BALANCE】NB 1906R 復古運動鞋_男鞋/女鞋_M1906RK-D_M1906RL-D,NEW BALANCE,"3,744",https://m.momoshop.com.tw/goods.momo?i_code=10836046&mdiv=searchEngine&oid=19_5&kw=%E5%A5%B3%E9%9E%8B,黑色灰色
【NEW BALANCE】NB 健走鞋/運動鞋_男鞋/女鞋_UA900EG1-2E_UA900ER1-2E_UA900WT1-2E,NEW BALANCE,"2,680",https://m.momoshop.com.tw/goods.momo?i_code=11602480&mdiv=searchEngine&oid=17_16&kw=%E5%A5%B3%E9%9E%8B,白色灰色米色
【NEW BALANCE】NB 運動鞋/復古鞋_中性_白灰色_BB550PB1-D,NEW BALANCE,"2,944",https://m.momoshop.com.tw/goods.momo?i_code=10498145&mdiv=searchEngine&oid=16_12&kw=%E5%A5%B3%E9%9E%8B,白色灰色
【PUMA官方旗艦】PUMA R22 休閒運動鞋 男女共同 38346225,PUMA,"2,480",https://m.momoshop.com.tw/goods.momo?i_code=11078242&mdiv=searchEngine&oid=23_16&kw=%E5%A5%B3%E9%9E%8B,灰色
【NEW BALANCE】NB 運動鞋/復古鞋_中性_輕柔紫_CT302SL-D,NEW BALANCE,"2,880",https://m.momoshop.com.tw/goods.momo?i_code=11666872&mdiv=searchEngine&oid=20_9&kw=%E5%A5%B3%E9%9E%8B,白色
【SKECHERS】女鞋 運動系列 ARCH FIT D LUX(149687BKHP),SKECHERS,"3,290",https://m.momoshop.com.tw/goods.momo?i_code=11360741&mdiv=searchEngine&oid=26_13&kw=%E5%A5%B3%E9%9E%8B,黑色粉紅色
【NIKE 耐吉】休閒鞋 Wmns Air Force 1 07 SE 女鞋 白 灰 花卉 刺繡 彩勾 AF1(FN8924-111),NIKE ,"3,180",https://m.momoshop.com.tw/goods.momo?i_code=11627097&mdiv=searchEngine&oid=11_20&kw=%E5%A5%B3%E9%9E%8B,白色灰色多色
【T2R】正韓空運-增高鞋真皮布料拼接內增高老爹鞋-增高約7公分-黑/白/銀(5985-2522/2523/2531),T2R,"2,480",https://m.momoshop.com.tw/goods.momo?i_code=11093128&mdiv=searchEngine&oid=9_17&kw=%E5%A5%B3%E9%9E%8B,黑色白色銀色
【NIKE 耐吉】休閒鞋 運動鞋  TECH HERA/MOTIVA/MAX SOLO系列 女鞋 多款任選(DR9761002&),NIKE ,"3,100",https://m.momoshop.com.tw/goods.momo?i_code=11983838&mdiv=searchEngine&oid=5_13&kw=%E5%A5%B3%E9%9E%8B,多色
【FILA】休閒鞋 Wavelet 女鞋 米白 奶茶 老爹鞋 復古 拼接 穿搭 運動鞋 斐樂(5J906W177),FILA,"1,580",https://m.momoshop.com.tw/goods.momo?i_code=11549105&mdiv=searchEngine&oid=7_2&kw=%E5%A5%B3%E9%9E%8B,米色
【NIKE 耐吉】休閒鞋 運動鞋 W NIKE DBREAK VNTG 女鞋 綠(DX0751301),NIKE ,"2,329",https://m.momoshop.com.tw/goods.momo?i_code=11875196&mdiv=searchEngine&oid=9_1&kw=%E5%A5%B3%E9%9E%8B,綠色
【CF鑽飾】莫桑鑽《四葉草》(1克拉 鑽石 項鍊 項鏈 求婚 情人節 情人節禮物 生日禮物 禮盒 禮物 送禮),CF Diamond,"3,600",https://m.momoshop.com.tw/goods.momo?i_code=11052584&mdiv=searchEngine&oid=1_1&kw=%E5%A5%B3%E9%9E%8B,
【LA NEW】MOMO獨家 輕便神鞋5.0/休閒鞋/懶人鞋/後踩2穿(男女/多款任選),LA NEW,"2,380",https://m.momoshop.com.tw/goods.momo?i_code=11924218&mdiv=searchEngine&oid=1_5&kw=%E5%A5%B3%E9%9E%8B,黑色白色藍色桃色多色
【NEW BALANCE】NB 運動鞋/復古鞋_女鞋_杏藍色_WS327PV-B,NEW BALANCE,"2,682",https://m.momoshop.com.tw/goods.momo?i_code=11792609&mdiv=searchEngine&oid=25_15&kw=%E5%A5%B3%E9%9E%8B,藍色米色
【adidas 愛迪達】ADIMATIC 運動鞋 休閒鞋 男女 - IE2224,adidas ,"2,268",https://m.momoshop.com.tw/goods.momo?i_code=12072747&mdiv=searchEngine&oid=19_1&kw=%E5%A5%B3%E9%9E%8B,黑色
【Robinlo】破萬真皮人氣好評中大尺碼全休閒鞋厚底鞋小白鞋(多款任選),Robinlo,"2,580",https://m.momoshop.com.tw/goods.momo?i_code=9278757&mdiv=searchEngine&oid=28_5&kw=%E5%A5%B3%E9%9E%8B,黑色白色灰色綠色米色棕色/咖啡色卡其色多色
【CONVERSE品牌旗艦店】CTAS ALL STAR LIFT 1970 低筒 休閒鞋 厚底鞋 男鞋 女鞋 白 黑(560251C 560250C),CONVERSE,"1,613",https://m.momoshop.com.tw/goods.momo?i_code=9200243&mdiv=searchEngine&oid=5_20&kw=%E5%A5%B3%E9%9E%8B,黑色白色綠色藍色卡其色
【SKECHERS】女款 輕量健走/休閒慢跑鞋(多款),SKECHERS,"2,890",https://m.momoshop.com.tw/goods.momo?i_code=11813256&mdiv=searchEngine&oid=11_18&kw=%E5%A5%B3%E9%9E%8B,黑色灰色藍色粉紅色多色
【NIKE 耐吉】休閒鞋 慢跑鞋 運動鞋 復古 工裝 NIKE ZOOM VOMERO 5 男鞋 女鞋 多款任選(BV1358001&),NIKE ,"4,500",https://m.momoshop.com.tw/goods.momo?i_code=12276023&mdiv=searchEngine&oid=3_6&kw=%E5%A5%B3%E9%9E%8B,多色
【GOODYEAR 固特異】高筒動態防潑水戶外鞋 紫 女鞋 GAWO32537,GOODYEAR ,"2,190",https://m.momoshop.com.tw/goods.momo?i_code=11646793&mdiv=searchEngine&oid=21_3&kw=%E5%A5%B3%E9%9E%8B,紫色
【NEW BALANCE】NB 復古休閒鞋_男鞋/女鞋_黑白色/奶白色_BB480LBA-D_BB480LBB-D,NEW BALANCE,"3,080",https://m.momoshop.com.tw/goods.momo?i_code=12079815&mdiv=searchEngine&oid=15_14&kw=%E5%A5%B3%E9%9E%8B,黑色米色
【NEW BALANCE】NB 運動鞋/復古鞋_女鞋_牛油果綠_CT302SG-D,NEW BALANCE,"2,880",https://m.momoshop.com.tw/goods.momo?i_code=11666871&mdiv=searchEngine&oid=28_1&kw=%E5%A5%B3%E9%9E%8B,白色
【PUMA】運動鞋 休閒鞋 女鞋 男鞋 RS-X Efekt Lux 白色(39315303),PUMA,"4,280",https://m.momoshop.com.tw/goods.momo?i_code=11919780&mdiv=searchEngine&oid=21_19&kw=%E5%A5%B3%E9%9E%8B,白色藍色
【NEW BALANCE】復古鞋_ML610XA-D_中性_灰色,NEW BALANCE,"4,233",https://m.momoshop.com.tw/goods.momo?i_code=11962397&mdiv=searchEngine&oid=9_20&kw=%E5%A5%B3%E9%9E%8B,灰色
【adidas 愛迪達】休閒鞋 NMD_R1 W 女鞋 黑 銀 BOOST 緩震 珠光 炫彩 襪套式 三葉草 愛迪達(GY9574),adidas ,"2,780",https://m.momoshop.com.tw/goods.momo?i_code=10757165&mdiv=searchEngine&oid=26_11&kw=%E5%A5%B3%E9%9E%8B,黑色銀色
【Alberta】老爹鞋 女款 厚底 網面 透氣 運動 休閒 鞋子 爆款小白鞋,Alberta,699,https://m.momoshop.com.tw/goods.momo?i_code=11826695&mdiv=searchEngine&oid=14_7&kw=%E5%A5%B3%E9%9E%8B,灰色卡其色
【J&H collection】韓版真皮柔軟舒適魔術貼平底小白鞋(現+預  黑色 / 白色 / 米色),J&H collection,"1,150",https://m.momoshop.com.tw/goods.momo?i_code=7838373&mdiv=searchEngine&oid=20_11&kw=%E5%A5%B3%E9%9E%8B,黑色白色米色
【SANDARU 山打努】休閒鞋 懶人鞋 小白鞋 厚底鞋 阿甘鞋 百搭綁帶(多款任選),SANDARU ,"1,290",https://m.momoshop.com.tw/goods.momo?i_code=11610003&mdiv=searchEngine&oid=20_4&kw=%E5%A5%B3%E9%9E%8B,白色灰色米色卡其色
【PUMA】休閒鞋 Cilia Wedge 女鞋 白 黑 厚底 增高 皮革 老爹鞋(393915-01),PUMA,"2,980",https://m.momoshop.com.tw/goods.momo?i_code=11762772&mdiv=searchEngine&oid=24_18&kw=%E5%A5%B3%E9%9E%8B,黑色白色
【NEW BALANCE】NB 運動鞋/復古鞋_男鞋/女鞋_淺灰色_MS327CGW-D,NEW BALANCE,"2,980",https://m.momoshop.com.tw/goods.momo?i_code=10602663&mdiv=searchEngine&oid=6_10&kw=%E5%A5%B3%E9%9E%8B,灰色棕色/咖啡色
【CONVERSE品牌旗艦店】CTAS MOVE 女鞋 低筒 高筒 厚底 帆布鞋 休閒鞋(570257C 570256C 568498C 568497C),CONVERSE,"1,863",https://m.momoshop.com.tw/goods.momo?i_code=9200247&mdiv=searchEngine&oid=4_20&kw=%E5%A5%B3%E9%9E%8B,黑色白色
【SKECHERS】女 休閒系列 ARCH FIT VISTA寬楦款(104371WPLUM),SKECHERS,"2,790",https://m.momoshop.com.tw/goods.momo?i_code=11066983&mdiv=searchEngine&oid=23_3&kw=%E5%A5%B3%E9%9E%8B,粉紅色
【SKECHERS】女 休閒系列 ARCH FIT FLEX(100294NVY),SKECHERS,"2,590",https://m.momoshop.com.tw/goods.momo?i_code=11066980&mdiv=searchEngine&oid=16_19&kw=%E5%A5%B3%E9%9E%8B,藍色
【NIKE 耐吉】休閒鞋 女鞋 運動鞋 AF1 FORCE 1 共5款(DD8959002 DD8959110 CT3839108 DZ2660100),NIKE ,"2,900",https://m.momoshop.com.tw/goods.momo?i_code=12159797&mdiv=searchEngine&oid=29_11&kw=%E5%A5%B3%E9%9E%8B,白色多色
【LA NEW】男女款懶人休閒鞋 輕量/運動/職人/健行(男女/多款任選),LA NEW,"2,080",https://m.momoshop.com.tw/goods.momo?i_code=10633200&mdiv=searchEngine&oid=6_4&kw=%E5%A5%B3%E9%9E%8B,黑色灰色紅色藍色紫色
【VEJA】CAMPO CHROMEFREE 運動休閒鞋 男女款 法國 小白鞋,VEJA,"5,680",https://m.momoshop.com.tw/goods.momo?i_code=11601920&mdiv=searchEngine&oid=21_9&kw=%E5%A5%B3%E9%9E%8B,白色多色
【Keds】經典熱賣暢銷休閒小白鞋款-多款選(MOMO特談價),Keds,"1,299",https://m.momoshop.com.tw/goods.momo?i_code=11271657&mdiv=searchEngine&oid=21_2&kw=%E5%A5%B3%E9%9E%8B,白色
【PUMA】休閒鞋 Tori 女鞋 白 紫 微厚底 增高 皮革 百搭 小白鞋(383026-17),PUMA,"2,280",https://m.momoshop.com.tw/goods.momo?i_code=11848487&mdiv=searchEngine&oid=17_1&kw=%E5%A5%B3%E9%9E%8B,白色紫色
【Tommy Hilfiger】湯米 小白鞋 舒適 好穿 休閒鞋 經典走入時尚(平輸品),Tommy Hilfiger,"3,280",https://m.momoshop.com.tw/goods.momo?i_code=11660977&mdiv=searchEngine&oid=5_9&kw=%E5%A5%B3%E9%9E%8B,白色
【CONVERSE品牌旗艦店】RUN STAR LEGACY CX HI 高筒 休閒鞋 男鞋 女鞋 淺卡其(A05054C),CONVERSE,"2,113",https://m.momoshop.com.tw/goods.momo?i_code=11249808&mdiv=searchEngine&oid=23_5&kw=%E5%A5%B3%E9%9E%8B,卡其色
【NIKE 耐吉】休閒鞋 運動鞋 AIR JORDAN 1 LOW GS 男款 女款 大童 多款任選(553560065&),NIKE ,"3,100",https://m.momoshop.com.tw/goods.momo?i_code=12273749&mdiv=searchEngine&oid=20_5&kw=%E5%A5%B3%E9%9E%8B,多色
【NIKE 耐吉】休閒鞋 Wmns Zoom Vomero 5 女鞋 男鞋 灰 復古 Cobblestone 老爹鞋(FB8825-001),NIKE ,"3,780",https://m.momoshop.com.tw/goods.momo?i_code=10635655&mdiv=searchEngine&oid=2_5&kw=%E5%A5%B3%E9%9E%8B,灰色
【NIKE 耐吉】W Nike Air Force 1 Mini Gold 小金勾 炫雅 FV3654-111,NIKE ,"3,480",https://m.momoshop.com.tw/goods.momo?i_code=11882194&mdiv=searchEngine&oid=27_11&kw=%E5%A5%B3%E9%9E%8B,白色米色
【NEW BALANCE】NB 復古休閒鞋/運動鞋_女鞋_白絲綢_WS327SFD-B楦,NEW BALANCE,"2,980",https://m.momoshop.com.tw/goods.momo?i_code=10604318&mdiv=searchEngine&oid=8_13&kw=%E5%A5%B3%E9%9E%8B,白色
【CONVERSE品牌旗艦店】CHUCK 70 HI 高筒 休閒鞋 男鞋 女鞋 奶茶灰(172677C),CONVERSE,"2,149",https://m.momoshop.com.tw/goods.momo?i_code=9812728&mdiv=searchEngine&oid=22_7&kw=%E5%A5%B3%E9%9E%8B,灰色
【NIKE 耐吉】休閒鞋 W Air Force 1 07 女鞋 男鞋 白 紅 ESS 小勾 彩色立體小勾 AF1(CT1989-101),NIKE,"3,180",https://m.momoshop.com.tw/goods.momo?i_code=11584411&mdiv=searchEngine&oid=4_16&kw=%E5%A5%B3%E9%9E%8B,白色紅色
【NEW BALANCE】NB 運動鞋/復古鞋_男鞋/女鞋_淺灰色_ML574DI2-D,NEW BALANCE,"2,788",https://m.momoshop.com.tw/goods.momo?i_code=11306834&mdiv=searchEngine&oid=23_17&kw=%E5%A5%B3%E9%9E%8B,灰色
【NIKE 耐吉】休閒鞋 Wmns Air Max Dawn 女鞋 男鞋 白 全白 氣墊 復古鞋(DM8261-001),NIKE ,"2,580",https://m.momoshop.com.tw/goods.momo?i_code=10072569&mdiv=searchEngine&oid=11_3&kw=%E5%A5%B3%E9%9E%8B,白色
【NEW BALANCE】NB 運動鞋/復古鞋_男鞋/女鞋_黑藍色_ML610TP-D,NEW BALANCE,"3,132",https://m.momoshop.com.tw/goods.momo?i_code=12160029&mdiv=searchEngine&oid=29_5&kw=%E5%A5%B3%E9%9E%8B,黑色藍色
【NEW BALANCE】NB 運動鞋/復古鞋_男鞋/女鞋_灰色_U9060HSC-D,NEW BALANCE,"3,999",https://m.momoshop.com.tw/goods.momo?i_code=11926647&mdiv=searchEngine&oid=10_19&kw=%E5%A5%B3%E9%9E%8B,灰色
【NEW BALANCE】NB 574 復古運動鞋 休閒鞋 男鞋 女鞋 白 灰 藍(U574FOG-D U574FPP-D),NEW BALANCE,"2,880",https://m.momoshop.com.tw/goods.momo?i_code=10688557&mdiv=searchEngine&oid=12_5&kw=%E5%A5%B3%E9%9E%8B,白色灰色紅色黃色藍色米色多色
【NIKE 耐吉】休閒鞋 運動鞋 W NIKE DUNK LOW 女鞋 多色(FV8113141),NIKE ,"2,466",https://m.momoshop.com.tw/goods.momo?i_code=12196224&mdiv=searchEngine&oid=25_17&kw=%E5%A5%B3%E9%9E%8B,多色
【NIKE 耐吉】休閒鞋 運動鞋  TECH HERA/MOTIVA/MAX SOLO系列 女鞋 多款任選(DR9761002&),NIKE ,"3,100",https://m.momoshop.com.tw/goods.momo?i_code=11983838&mdiv=searchEngine&oid=6_5&kw=%E5%A5%B3%E9%9E%8B,多色
【K-SWISS】時尚運動鞋 Lozan II/Court Vittora II-男女-七款任選(快倉限定),K-SWISS,"2,480",https://m.momoshop.com.tw/goods.momo?i_code=11646040&mdiv=searchEngine&oid=9_19&kw=%E5%A5%B3%E9%9E%8B,白色紅色黃色綠色藍色棕色/咖啡色金色粉紅色
【SKECHERS】女鞋 休閒系列 D LITES HYPER BURST(149984NTPK),SKECHERS,"3,790",https://m.momoshop.com.tw/goods.momo?i_code=11934879&mdiv=searchEngine&oid=16_20&kw=%E5%A5%B3%E9%9E%8B,米色粉紅色
【Palladium】TROOP RUNNER軍種潮鞋-中性-三色任選,Palladium,"2,480",https://m.momoshop.com.tw/goods.momo?i_code=10471278&mdiv=searchEngine&oid=18_7&kw=%E5%A5%B3%E9%9E%8B,多色
【NIKE 耐吉】休閒鞋 運動鞋 W NIKE SHOX TL 女鞋 白(AR3566100),NIKE ,"3,699",https://m.momoshop.com.tw/goods.momo?i_code=12012629&mdiv=searchEngine&oid=29_15&kw=%E5%A5%B3%E9%9E%8B,白色
【ecco】MULTI-VENT 全方位城市戶外運動休閒鞋 女(白 88012301007),ecco,"8,680",https://m.momoshop.com.tw/goods.momo?i_code=6417204&mdiv=searchEngine&oid=27_3&kw=%E5%A5%B3%E9%9E%8B,白色
【People Footwear】加拿大休閒鞋 防水鞋 涼鞋 平底鞋 拖鞋(SENNA KIDS 小辛那),People Footwear,"1,280",https://m.momoshop.com.tw/goods.momo?i_code=11106041&mdiv=searchEngine&oid=15_15&kw=%E5%A5%B3%E9%9E%8B,白色藍色粉紅色
【adidas 愛迪達】adidas stan smith系列休閒運動鞋(女/白+螢光桃紅),adidas ,"5,680",https://m.momoshop.com.tw/goods.momo?i_code=7648349&mdiv=searchEngine&oid=16_15&kw=%E5%A5%B3%E9%9E%8B,白色桃色粉紅色
【MLB】MONOGRAM厚底老爹鞋 增高鞋 Big Ball Chunky系列(3ASHCDM2N/3ASHBMN3N/3ASXCBO3N-六款任選),MLB,"4,390",https://m.momoshop.com.tw/goods.momo?i_code=10712252&mdiv=searchEngine&oid=15_12&kw=%E5%A5%B3%E9%9E%8B,黑色白色綠色藍色棕色/咖啡色卡其色
【FUFA Shoes 富發牌】momo獨家鞋款 小白鞋 休閒鞋 餅乾鞋 豆豆鞋(女鞋/女休閒鞋/女懶人鞋/真皮鞋),FUFA Shoes ,584,https://m.momoshop.com.tw/goods.momo?i_code=11388052&mdiv=searchEngine&oid=18_15&kw=%E5%A5%B3%E9%9E%8B,黑色白色灰色藍色粉紅色
【NEW BALANCE】NB 302 復古運動鞋 休閒鞋 女鞋 男鞋 厚底 增高 白 粉 紫 綠 黑(CT302LA-D CT302SP-D),NEW BALANCE,"2,880",https://m.momoshop.com.tw/goods.momo?i_code=9500627&mdiv=searchEngine&oid=5_19&kw=%E5%A5%B3%E9%9E%8B,黑色白色黃色綠色紫色米色桃色粉紅色多色
【PUMA官方旗艦】Electron E 休閒運動鞋 男女共同 38043510,PUMA,"1,980",https://m.momoshop.com.tw/goods.momo?i_code=11801645&mdiv=searchEngine&oid=12_7&kw=%E5%A5%B3%E9%9E%8B,黑色
【bebehome】潮款踩屎感軟底包頭兩用洞洞鞋(水陸兩用休閒鞋/透氣涼拖鞋/沙灘鞋),bebehome,549,https://m.momoshop.com.tw/goods.momo?i_code=11682852&mdiv=searchEngine&oid=6_6&kw=%E5%A5%B3%E9%9E%8B,白色灰色米色卡其色
【NIKE 耐吉】Run Swift 3 女鞋 黑白色 訓練 緩震 慢跑 運動 休閒 慢跑鞋 DR2698-002,NIKE ,"1,311",https://m.momoshop.com.tw/goods.momo?i_code=12116876&mdiv=searchEngine&oid=27_5&kw=%E5%A5%B3%E9%9E%8B,多色
【moz】瑞典 駝鹿 白小胖 防潑水 舒適皮質增高厚底鞋(奶茶),moz,"3,580",https://m.momoshop.com.tw/goods.momo?i_code=10547404&mdiv=searchEngine&oid=10_11&kw=%E5%A5%B3%E9%9E%8B,白色米色棕色/咖啡色
